account_id,account_name,segment,region,billing_country,invoice_month,plan_name,latest_subscription_status,invoice_count,recurring_revenue_usd,one_time_revenue_usd,subtotal_usd,tax_usd,total_revenue_usd,collected_revenue_usd,outstanding_revenue_usd,open_invoice_count,past_due_invoice_count,has_past_due_invoice
A1042,Northwind Labs,mid_market,APAC,AU,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,150.0,1650.0,1650.0,0.0,0,0,false
A1044,Summit Holdings,smb,EMEA,NL,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1053,Bright Health,mid_market,NA,CA,2025-02-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1054,Granite Labs,mid_market,APAC,NZ,2025-01-01,Enterprise Monthly,active,1,2470.0,0.0,2470.0,247.0,2717.0,2717.0,0.0,0,0,false
A1054,Granite Labs,mid_market,APAC,NZ,2025-04-01,Enterprise Monthly,active,1,2470.0,0.0,2470.0,247.0,2717.0,2717.0,0.0,0,0,false
A1058,Evergreen Analytics,smb,EMEA,UK,2025-04-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1060,Cedar Foods,mid_market,NA,CA,2025-02-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,true
A1064,Atlas Health,smb,NA,US,2025-03-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1069,Bright Foods,enterprise,NA,CA,2025-01-01,Enterprise Annual,active,1,24300.0,0.0,24300.0,0.0,24300.0,24300.0,0.0,0,0,false
A1070,Helio Manufacturing,smb,APAC,NZ,2025-02-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1073,Silver Holdings,mid_market,EMEA,DE,2025-02-01,Enterprise Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1080,Beacon Global,mid_market,EMEA,NL,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1081,River Collective,mid_market,NA,CA,2025-06-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,0.0,2600.0,2600.0,0.0,0,0,false
A1083,Falcon Works,mid_market,NA,CA,2025-05-01,Growth Monthly,active,1,1200.0,0.0,1200.0,0.0,1200.0,1200.0,0.0,0,0,false
A1088,Cedar Partners,smb,APAC,NZ,2025-03-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1066,Pacific Capital,mid_market,APAC,NZ,2025-06-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,260.0,2860.0,0.0,2860.0,1,0,false
A1002,Summit Foods,mid_market,NA,US,2025-04-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1008,Pacific Works,mid_market,EMEA,UK,2025-03-01,Enterprise Monthly,active,1,2470.0,0.0,2470.0,494.0,2964.0,2964.0,0.0,0,0,false
A1010,Orchid Foods,smb,NA,CA,2025-05-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1020,Pioneer Network,smb,EMEA,FR,2025-04-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1028,Apex Energy,mid_market,APAC,SG,2025-01-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1028,Apex Energy,mid_market,APAC,SG,2025-04-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1031,Helio Holdings,mid_market,APAC,AU,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,150.0,1650.0,1650.0,0.0,0,0,false
A1039,Nova Group,smb,EMEA,FR,2025-05-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1054,Granite Labs,mid_market,APAC,NZ,2025-03-01,Enterprise Monthly,active,1,2470.0,0.0,2470.0,247.0,2717.0,2717.0,0.0,0,0,false
A1058,Evergreen Analytics,smb,EMEA,UK,2025-03-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1059,Evergreen Partners,mid_market,NA,CA,2025-05-01,Enterprise Monthly,active,1,2080.0,0.0,2080.0,0.0,2080.0,2080.0,0.0,0,0,false
A1064,Atlas Health,smb,NA,US,2025-01-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1064,Atlas Health,smb,NA,US,2025-04-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1071,Evergreen Group,mid_market,NA,CA,2025-05-01,Enterprise Monthly,active,1,2080.0,0.0,2080.0,0.0,2080.0,2080.0,0.0,0,0,false
A1088,Cedar Partners,smb,APAC,NZ,2025-04-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1001,Helio Systems,mid_market,EMEA,NL,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1004,Silver Solutions,enterprise,NA,US,2025-01-01,Starter Monthly,canceled,1,500.0,400.0,900.0,0.0,900.0,900.0,0.0,0,0,false
A1004,Silver Solutions,enterprise,NA,US,2025-04-01,Starter Monthly,canceled,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1021,Apex Logistics,smb,NA,US,2025-02-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1023,Atlas Systems,smb,NA,CA,2025-02-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,true
A1027,BluePeak Health,smb,APAC,SG,2025-05-01,Starter Monthly,active,1,500.0,0.0,500.0,45.0,545.0,545.0,0.0,0,0,false
A1030,Northwind Analytics,enterprise,EMEA,UK,2025-05-01,Enterprise Monthly,active,1,2470.0,0.0,2470.0,494.0,2964.0,2964.0,0.0,0,0,false
A1036,Granite Holdings,smb,NA,US,2025-01-01,Growth Monthly,canceled,1,1200.0,300.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1036,Granite Holdings,smb,NA,US,2025-04-01,Growth Monthly,canceled,1,1200.0,0.0,1200.0,0.0,1200.0,1200.0,0.0,0,0,false
A1038,River Systems,smb,APAC,AU,2025-06-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1041,Cedar Logistics,mid_market,EMEA,NL,2025-02-01,Growth Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1043,Lighthouse Works,enterprise,APAC,SG,2025-05-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1050,Cedar Energy,smb,APAC,JP,2025-03-01,Starter Monthly,active,1,500.0,250.0,750.0,75.0,825.0,825.0,0.0,0,0,false
A1052,Sierra Labs,mid_market,APAC,NZ,2025-06-01,Growth Monthly,active,1,1425.0,0.0,1425.0,142.5,1567.5,1567.5,0.0,0,0,false
A1061,Atlas Capital,enterprise,EMEA,FR,2025-03-01,Enterprise Monthly,active,1,2470.0,0.0,2470.0,494.0,2964.0,2964.0,0.0,0,0,false
A1062,Delta Manufacturing,enterprise,EMEA,NL,2025-03-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,520.0,3120.0,3120.0,0.0,0,0,false
A1067,Maple Energy,mid_market,NA,CA,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1068,Helio Health,enterprise,APAC,SG,2025-01-01,Enterprise Monthly,active,1,2600.0,250.0,2850.0,256.5,3106.5,3106.5,0.0,0,0,false
A1068,Helio Health,enterprise,APAC,SG,2025-04-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1075,Cedar Labs,smb,EMEA,UK,2025-02-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1077,Evergreen Foods,mid_market,NA,CA,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1078,Beacon Foods,mid_market,EMEA,FR,2025-03-01,Growth Monthly,active,1,1425.0,300.0,1725.0,345.0,2070.0,2070.0,0.0,0,0,false
A1085,Sierra Capital,smb,NA,US,2025-06-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1090,Vertex Labs,smb,NA,US,2025-05-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1004,Silver Solutions,enterprise,NA,US,2025-05-01,Starter Monthly,canceled,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1014,Evergreen Global,enterprise,APAC,SG,2025-01-01,Growth Monthly,canceled,1,1500.0,400.0,1900.0,171.0,2071.0,2071.0,0.0,0,0,false
A1014,Evergreen Global,enterprise,APAC,SG,2025-04-01,Growth Monthly,canceled,1,1500.0,0.0,1500.0,135.0,1635.0,1635.0,0.0,0,0,false
A1019,Sierra Systems,smb,APAC,JP,2025-06-01,Starter Monthly,active,1,400.0,0.0,400.0,40.0,440.0,440.0,0.0,0,0,false
A1027,BluePeak Health,smb,APAC,SG,2025-01-01,Starter Monthly,active,1,500.0,0.0,500.0,45.0,545.0,545.0,0.0,0,0,false
A1027,BluePeak Health,smb,APAC,SG,2025-04-01,Starter Monthly,active,1,500.0,0.0,500.0,45.0,545.0,545.0,0.0,0,0,false
A1029,Bright Labs,enterprise,APAC,NZ,2025-01-01,Starter Monthly,canceled,1,475.0,0.0,475.0,47.5,522.5,522.5,0.0,0,0,false
A1029,Bright Labs,enterprise,APAC,NZ,2025-04-01,Starter Monthly,canceled,1,475.0,0.0,475.0,47.5,522.5,522.5,0.0,0,0,false
A1030,Northwind Analytics,enterprise,EMEA,UK,2025-01-01,Enterprise Monthly,active,1,2470.0,0.0,2470.0,494.0,2964.0,2964.0,0.0,0,0,false
A1030,Northwind Analytics,enterprise,EMEA,UK,2025-04-01,Enterprise Monthly,active,1,2470.0,0.0,2470.0,494.0,2964.0,2964.0,0.0,0,0,false
A1032,Vertex Works,mid_market,EMEA,DE,2025-03-01,Growth Monthly,canceled,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1033,Lighthouse Global,mid_market,NA,CA,2025-02-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1034,Helio Partners,smb,NA,CA,2025-03-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1035,Bright Retail,mid_market,EMEA,UK,2025-06-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,520.0,3120.0,3120.0,0.0,0,0,false
A1037,Lighthouse Network,enterprise,EMEA,UK,2025-06-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,520.0,3120.0,3120.0,0.0,0,0,false
A1043,Lighthouse Works,enterprise,APAC,SG,2025-01-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1043,Lighthouse Works,enterprise,APAC,SG,2025-04-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1046,Pioneer Solutions,smb,NA,CA,2025-03-01,Growth Monthly,active,1,1200.0,0.0,1200.0,0.0,1200.0,1200.0,0.0,0,0,false
A1051,Lighthouse Systems,smb,EMEA,UK,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1053,Bright Health,mid_market,NA,CA,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1056,Delta Global,mid_market,APAC,AU,2025-03-01,Growth Monthly,active,1,1500.0,0.0,1500.0,150.0,1650.0,1650.0,0.0,0,0,false
A1060,Cedar Foods,mid_market,NA,CA,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,0.0,1500.0,0,1,true
A1065,Vertex Partners,mid_market,NA,US,2025-03-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1066,Pacific Capital,mid_market,APAC,NZ,2025-02-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,260.0,2860.0,2860.0,0.0,0,0,false
A1067,Maple Energy,mid_market,NA,CA,2025-01-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1067,Maple Energy,mid_market,NA,CA,2025-04-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1068,Helio Health,enterprise,APAC,SG,2025-05-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1070,Helio Manufacturing,smb,APAC,NZ,2025-06-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1073,Silver Holdings,mid_market,EMEA,DE,2025-06-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,520.0,3120.0,3120.0,0.0,0,0,false
A1074,Granite Analytics,mid_market,NA,CA,2025-03-01,Growth Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1077,Evergreen Foods,mid_market,NA,CA,2025-01-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1077,Evergreen Foods,mid_market,NA,CA,2025-04-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1080,Beacon Global,mid_market,EMEA,NL,2025-02-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1081,River Collective,mid_market,NA,CA,2025-02-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,0.0,2600.0,2600.0,0.0,0,0,false
A1082,Summit Manufacturing,mid_market,NA,US,2025-02-01,Starter Monthly,canceled,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1090,Vertex Labs,smb,NA,US,2025-01-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1090,Vertex Labs,smb,NA,US,2025-04-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1004,Silver Solutions,enterprise,NA,US,2025-02-01,Starter Monthly,canceled,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1006,Helio Works,mid_market,EMEA,UK,2025-06-01,Growth Monthly,active,1,1200.0,0.0,1200.0,240.0,1440.0,1440.0,0.0,0,0,false
A1012,Cedar Ventures,smb,APAC,JP,2025-06-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1021,Apex Logistics,smb,NA,US,2025-01-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1021,Apex Logistics,smb,NA,US,2025-04-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1022,Summit Collective,smb,APAC,NZ,2025-04-01,Growth Monthly,active,1,1500.0,0.0,1500.0,150.0,1650.0,1650.0,0.0,0,0,false
A1023,Atlas Systems,smb,NA,CA,2025-04-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,true
A1024,Sierra Group,smb,NA,CA,2025-03-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1025,Bright Capital,smb,EMEA,UK,2025-03-01,Starter Monthly,active,1,400.0,0.0,400.0,80.0,480.0,480.0,0.0,0,0,false
A1026,Pioneer Capital,smb,NA,CA,2025-06-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1033,Lighthouse Global,mid_market,NA,CA,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1036,Granite Holdings,smb,NA,US,2025-02-01,Growth Monthly,canceled,1,1200.0,0.0,1200.0,0.0,1200.0,1200.0,0.0,0,0,false
A1040,Harbor Collective,mid_market,APAC,SG,2025-06-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1041,Cedar Logistics,mid_market,EMEA,NL,2025-01-01,Growth Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1041,Cedar Logistics,mid_market,EMEA,NL,2025-04-01,Growth Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1042,Northwind Labs,mid_market,APAC,AU,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,150.0,1650.0,1650.0,0.0,0,0,false
A1044,Summit Holdings,smb,EMEA,NL,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1055,Pioneer Systems,mid_market,EMEA,FR,2025-03-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,true
A1066,Pacific Capital,mid_market,APAC,NZ,2025-05-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,260.0,2860.0,2860.0,0.0,0,0,false
A1068,Helio Health,enterprise,APAC,SG,2025-02-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1075,Cedar Labs,smb,EMEA,UK,2025-01-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1075,Cedar Labs,smb,EMEA,UK,2025-04-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1076,Atlas Solutions,mid_market,EMEA,UK,2025-03-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1080,Beacon Global,mid_market,EMEA,NL,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1081,River Collective,mid_market,NA,CA,2025-05-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,0.0,2600.0,2600.0,0.0,0,0,false
A1083,Falcon Works,mid_market,NA,CA,2025-06-01,Growth Monthly,active,1,1200.0,0.0,1200.0,0.0,1200.0,1200.0,0.0,0,0,false
A1084,Silver Foods,mid_market,NA,CA,2025-03-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,0.0,2600.0,2600.0,0.0,0,0,false
A1002,Summit Foods,mid_market,NA,US,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1006,Helio Works,mid_market,EMEA,UK,2025-03-01,Growth Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1007,Silver Systems,smb,EMEA,FR,2025-02-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1009,Summit Group,mid_market,NA,US,2025-02-01,Enterprise Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1010,Orchid Foods,smb,NA,CA,2025-04-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1011,Vertex Energy,smb,NA,CA,2025-02-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1012,Cedar Ventures,smb,APAC,JP,2025-03-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1013,River Foods,mid_market,NA,US,2025-02-01,Growth Monthly,active,1,1425.0,0.0,1425.0,0.0,1425.0,1425.0,0.0,0,0,false
A1015,Delta Network,smb,NA,US,2025-03-01,Growth Monthly,canceled,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1017,Summit Analytics,mid_market,EMEA,UK,2025-02-01,Growth Monthly,active,1,1350.0,0.0,1350.0,270.0,1620.0,1620.0,0.0,0,0,false
A1018,Harbor Manufacturing,smb,EMEA,UK,2025-03-01,Starter Monthly,canceled,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1020,Pioneer Network,smb,EMEA,FR,2025-05-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1024,Sierra Group,smb,NA,CA,2025-06-01,Starter Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1025,Bright Capital,smb,EMEA,UK,2025-06-01,Starter Monthly,active,1,400.0,0.0,400.0,80.0,480.0,480.0,0.0,0,0,false
A1026,Pioneer Capital,smb,NA,CA,2025-03-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1028,Apex Energy,mid_market,APAC,SG,2025-05-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,234.0,2834.0,2834.0,0.0,0,0,false
A1031,Helio Holdings,mid_market,APAC,AU,2025-04-01,Growth Monthly,active,1,1500.0,0.0,1500.0,150.0,1650.0,1650.0,0.0,0,0,false
A1039,Nova Group,smb,EMEA,FR,2025-04-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1040,Harbor Collective,mid_market,APAC,SG,2025-03-01,Enterprise Monthly,active,1,1500.0,0.0,1500.0,135.0,1635.0,1635.0,0.0,0,0,false
A1042,Northwind Labs,mid_market,APAC,AU,2025-03-01,Growth Monthly,active,1,1500.0,0.0,1500.0,150.0,1650.0,1650.0,0.0,0,0,false
A1044,Summit Holdings,smb,EMEA,NL,2025-03-01,Growth Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1055,Pioneer Systems,mid_market,EMEA,FR,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,0.0,1800.0,0,1,true
A1059,Evergreen Partners,mid_market,NA,CA,2025-01-01,Enterprise Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1059,Evergreen Partners,mid_market,NA,CA,2025-04-01,Enterprise Monthly,active,1,2080.0,400.0,2480.0,0.0,2480.0,2480.0,0.0,0,0,false
A1063,Maple Global,smb,NA,CA,2025-02-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1064,Atlas Health,smb,NA,US,2025-05-01,Starter Monthly,active,1,400.0,0.0,400.0,0.0,400.0,400.0,0.0,0,0,false
A1071,Evergreen Group,mid_market,NA,CA,2025-01-01,Enterprise Monthly,active,1,2080.0,0.0,2080.0,0.0,2080.0,2080.0,0.0,0,0,false
A1071,Evergreen Group,mid_market,NA,CA,2025-04-01,Enterprise Monthly,active,1,2080.0,0.0,2080.0,0.0,2080.0,2080.0,0.0,0,0,false
A1076,Atlas Solutions,mid_market,EMEA,UK,2025-06-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1083,Falcon Works,mid_market,NA,CA,2025-03-01,Growth Monthly,active,1,500.0,0.0,500.0,0.0,500.0,500.0,0.0,0,0,false
A1084,Silver Foods,mid_market,NA,CA,2025-06-01,Enterprise Monthly,active,1,2600.0,0.0,2600.0,0.0,2600.0,2600.0,0.0,0,0,false
A1087,Apex Capital,enterprise,NA,CA,2025-03-01,Growth Monthly,canceled,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1088,Cedar Partners,smb,APAC,NZ,2025-05-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1089,Beacon Network,mid_market,NA,US,2025-02-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1001,Helio Systems,mid_market,EMEA,NL,2025-01-01,Growth Monthly,active,1,1500.0,300.0,1800.0,360.0,2160.0,2160.0,0.0,0,0,false
A1001,Helio Systems,mid_market,EMEA,NL,2025-04-01,Growth Monthly,active,1,1500.0,0.0,1500.0,300.0,1800.0,1800.0,0.0,0,0,false
A1006,Helio Works,mid_market,EMEA,UK,2025-02-01,Growth Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1007,Silver Systems,smb,EMEA,FR,2025-03-01,Starter Monthly,active,1,500.0,0.0,500.0,100.0,600.0,600.0,0.0,0,0,false
A1009,Summit Group,mid_market,NA,US,2025-03-01,Enterprise Monthly,active,1,2340.0,0.0,2340.0,0.0,2340.0,2340.0,0.0,0,0,false
A1011,Vertex Energy,smb,NA,CA,2025-03-01,Growth Monthly,active,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
A1012,Cedar Ventures,smb,APAC,JP,2025-02-01,Starter Monthly,active,1,500.0,0.0,500.0,50.0,550.0,550.0,0.0,0,0,false
A1013,River Foods,mid_market,NA,US,2025-03-01,Growth Monthly,active,1,1425.0,0.0,1425.0,0.0,1425.0,1425.0,0.0,0,0,false
A1015,Delta Network,smb,NA,US,2025-02-01,Growth Monthly,canceled,1,1500.0,0.0,1500.0,0.0,1500.0,1500.0,0.0,0,0,false
